parentEventID,materialSampleID,eventID,eventDate,samplingProtocol,locationID,waterBody,locality,minimumDepthInMeters,decimalLatitude,decimalLongitude,# ASVs
GOMECC4_GALVESTON_Sta50_DCM_A,SAMN37516258,GOMECC4_GALVESTON_Sta50_DCM_A_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,282
GOMECC4_GALVESTON_Sta50_DCM_B,SAMN37516259,GOMECC4_GALVESTON_Sta50_DCM_B_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,324
GOMECC4_GALVESTON_Sta50_DCM_C,SAMN37516260,GOMECC4_GALVESTON_Sta50_DCM_C_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,68,27.87,-93.831,316
GOMECC4_GALVESTON_Sta50_Deep_A,SAMN37516261,GOMECC4_GALVESTON_Sta50_Deep_A_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,324
GOMECC4_GALVESTON_Sta50_Deep_B,SAMN37516262,GOMECC4_GALVESTON_Sta50_Deep_B_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,314
GOMECC4_GALVESTON_Sta50_Deep_C,SAMN37516263,GOMECC4_GALVESTON_Sta50_Deep_C_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,88,27.87,-93.831,369
GOMECC4_GALVESTON_Sta50_Surface_A,SAMN37516255,GOMECC4_GALVESTON_Sta50_Surface_A_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,299
GOMECC4_GALVESTON_Sta50_Surface_B,SAMN37516256,GOMECC4_GALVESTON_Sta50_Surface_B_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,237
GOMECC4_GALVESTON_Sta50_Surface_C,SAMN37516257,GOMECC4_GALVESTON_Sta50_Surface_C_16S,2021-09-27T10:45-04:00,CTD rosette,GALVESTON_Sta50,"Mexico, Gulf of",USA: Gulf of Mexico,2,27.87,-93.831,246
GOMECC4_GALVESTON_Sta54_DCM_A,SAMN37516267,GOMECC4_GALVESTON_Sta54_DCM_A_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,73,27.5,-95.004,309
GOMECC4_GALVESTON_Sta54_DCM_B,SAMN37516268,GOMECC4_GALVESTON_Sta54_DCM_B_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,73,27.5,-95.004,241
GOMECC4_GALVESTON_Sta54_DCM_C,SAMN37516269,GOMECC4_GALVESTON_Sta54_DCM_C_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,73,27.5,-95.004,285
GOMECC4_GALVESTON_Sta54_Deep_A,SAMN37516264,GOMECC4_GALVESTON_Sta54_Deep_A_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,869,27.5,-95.004,234
GOMECC4_GALVESTON_Sta54_Deep_B,SAMN37516265,GOMECC4_GALVESTON_Sta54_Deep_B_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,869,27.5,-95.004,336
GOMECC4_GALVESTON_Sta54_Deep_C,SAMN37516266,GOMECC4_GALVESTON_Sta54_Deep_C_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,869,27.5,-95.004,285
GOMECC4_GALVESTON_Sta54_Surface_A,SAMN37516270,GOMECC4_GALVESTON_Sta54_Surface_A_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.5,-95.004,247
GOMECC4_GALVESTON_Sta54_Surface_B,SAMN37516271,GOMECC4_GALVESTON_Sta54_Surface_B_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.5,-95.004,231
GOMECC4_GALVESTON_Sta54_Surface_C,SAMN37516272,GOMECC4_GALVESTON_Sta54_Surface_C_16S,2021-09-28T08:36-04:00,CTD rosette,GALVESTON_Sta54,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.5,-95.004,238
GOMECC4_GALVESTON_Sta59_DCM_A,SAMN37516276,GOMECC4_GALVESTON_Sta59_DCM_A_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.683,-95.0,230
GOMECC4_GALVESTON_Sta59_DCM_B,SAMN37516277,GOMECC4_GALVESTON_Sta59_DCM_B_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.683,-95.0,193
GOMECC4_GALVESTON_Sta59_DCM_C,SAMN37516278,GOMECC4_GALVESTON_Sta59_DCM_C_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.683,-95.0,250
GOMECC4_GALVESTON_Sta59_Deep_A,SAMN37516273,GOMECC4_GALVESTON_Sta59_Deep_A_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,22,28.683,-95.0,234
GOMECC4_GALVESTON_Sta59_Deep_B,SAMN37516274,GOMECC4_GALVESTON_Sta59_Deep_B_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,22,28.683,-95.0,234
GOMECC4_GALVESTON_Sta59_Deep_C,SAMN37516275,GOMECC4_GALVESTON_Sta59_Deep_C_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,22,28.683,-95.0,215
GOMECC4_GALVESTON_Sta59_Surface_A,SAMN37516279,GOMECC4_GALVESTON_Sta59_Surface_A_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.683,-95.0,263
GOMECC4_GALVESTON_Sta59_Surface_B,SAMN37516280,GOMECC4_GALVESTON_Sta59_Surface_B_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.683,-95.0,222
GOMECC4_GALVESTON_Sta59_Surface_C,SAMN37516281,GOMECC4_GALVESTON_Sta59_Surface_C_16S,2021-09-29T08:00-04:00,CTD rosette,GALVESTON_Sta59,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.683,-95.0,257
GOMECC4_LA_Sta38_DCM_A,SAMN37516213,GOMECC4_LA_Sta38_DCM_A_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.584,-89.999,311
GOMECC4_LA_Sta38_DCM_B,SAMN37516214,GOMECC4_LA_Sta38_DCM_B_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.584,-89.999,225
GOMECC4_LA_Sta38_DCM_C,SAMN37516215,GOMECC4_LA_Sta38_DCM_C_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.584,-89.999,251
GOMECC4_LA_Sta38_Deep_A,SAMN37516210,GOMECC4_LA_Sta38_Deep_A_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,1232,27.584,-89.999,239
GOMECC4_LA_Sta38_Deep_B,SAMN37516211,GOMECC4_LA_Sta38_Deep_B_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,1232,27.584,-89.999,198
GOMECC4_LA_Sta38_Deep_C,SAMN37516212,GOMECC4_LA_Sta38_Deep_C_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,1232,27.584,-89.999,329
GOMECC4_LA_Sta38_Surface_A,SAMN37516216,GOMECC4_LA_Sta38_Surface_A_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.584,-89.999,237
GOMECC4_LA_Sta38_Surface_B,SAMN37516217,GOMECC4_LA_Sta38_Surface_B_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.584,-89.999,226
GOMECC4_LA_Sta38_Surface_C,SAMN37516218,GOMECC4_LA_Sta38_Surface_C_16S,2021-09-25T10:05-04:00,CTD rosette,LA_Sta38,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.584,-89.999,205
GOMECC4_LA_Sta39_DCM_A,SAMN37516222,GOMECC4_LA_Sta39_DCM_A_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.737,-89.999,250
GOMECC4_LA_Sta39_DCM_B,SAMN37516223,GOMECC4_LA_Sta39_DCM_B_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.737,-89.999,298
GOMECC4_LA_Sta39_DCM_C,SAMN37516224,GOMECC4_LA_Sta39_DCM_C_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,63,27.737,-89.999,242
GOMECC4_LA_Sta39_Deep_A,SAMN37516219,GOMECC4_LA_Sta39_Deep_A_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,941,27.737,-89.999,364
GOMECC4_LA_Sta39_Deep_B,SAMN37516220,GOMECC4_LA_Sta39_Deep_B_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,941,27.737,-89.999,205
GOMECC4_LA_Sta39_Deep_C,SAMN37516221,GOMECC4_LA_Sta39_Deep_C_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,941,27.737,-89.999,341
GOMECC4_LA_Sta39_Surface_A,SAMN37516225,GOMECC4_LA_Sta39_Surface_A_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.737,-89.999,200
GOMECC4_LA_Sta39_Surface_B,SAMN37516226,GOMECC4_LA_Sta39_Surface_B_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.737,-89.999,272
GOMECC4_LA_Sta39_Surface_C,SAMN37516227,GOMECC4_LA_Sta39_Surface_C_16S,2021-09-25T16:55-04:00,CTD rosette,LA_Sta39,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.737,-89.999,241
GOMECC4_LA_Sta40_DCM_A,SAMN37516231,GOMECC4_LA_Sta40_DCM_A_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,39,27.91,-90.001,245
GOMECC4_LA_Sta40_DCM_B,SAMN37516232,GOMECC4_LA_Sta40_DCM_B_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,39,27.91,-90.001,188
GOMECC4_LA_Sta40_DCM_C,SAMN37516233,GOMECC4_LA_Sta40_DCM_C_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,39,27.91,-90.001,251
GOMECC4_LA_Sta40_Deep_A,SAMN37516228,GOMECC4_LA_Sta40_Deep_A_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,670,27.91,-90.001,229
GOMECC4_LA_Sta40_Deep_B,SAMN37516229,GOMECC4_LA_Sta40_Deep_B_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,670,27.91,-90.001,329
GOMECC4_LA_Sta40_Deep_C,SAMN37516230,GOMECC4_LA_Sta40_Deep_C_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,670,27.91,-90.001,316
GOMECC4_LA_Sta40_Surface_A,SAMN37516234,GOMECC4_LA_Sta40_Surface_A_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.91,-90.001,230
GOMECC4_LA_Sta40_Surface_B,SAMN37516235,GOMECC4_LA_Sta40_Surface_B_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.91,-90.001,211
GOMECC4_LA_Sta40_Surface_C,SAMN37516236,GOMECC4_LA_Sta40_Surface_C_16S,2021-09-25T19:28-04:00,CTD rosette,LA_Sta40,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.91,-90.001,237
GOMECC4_LA_Sta45_DCM_A,SAMN37516240,GOMECC4_LA_Sta45_DCM_A_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.935,-90.123,288
GOMECC4_LA_Sta45_DCM_B,SAMN37516241,GOMECC4_LA_Sta45_DCM_B_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.935,-90.123,291
GOMECC4_LA_Sta45_DCM_C,SAMN37516242,GOMECC4_LA_Sta45_DCM_C_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,9,28.935,-90.123,287
GOMECC4_LA_Sta45_Deep_A,SAMN37516237,GOMECC4_LA_Sta45_Deep_A_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,20,28.935,-90.123,307
GOMECC4_LA_Sta45_Deep_B,SAMN37516238,GOMECC4_LA_Sta45_Deep_B_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,20,28.935,-90.123,347
GOMECC4_LA_Sta45_Deep_C,SAMN37516239,GOMECC4_LA_Sta45_Deep_C_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,20,28.935,-90.123,317
GOMECC4_LA_Sta45_Surface_A,SAMN37516243,GOMECC4_LA_Sta45_Surface_A_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.935,-90.123,257
GOMECC4_LA_Sta45_Surface_B,SAMN37516244,GOMECC4_LA_Sta45_Surface_B_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.935,-90.123,354
GOMECC4_LA_Sta45_Surface_C,SAMN37516245,GOMECC4_LA_Sta45_Surface_C_16S,2021-09-26T08:09-04:00,CTD rosette,LA_Sta45,"Mexico, Gulf of",USA: Gulf of Mexico,3,28.935,-90.123,318
GOMECC4_MERIDA_Sta94_DCM_A,SAMN37516401,GOMECC4_MERIDA_Sta94_DCM_A_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.701,-89.667,211
GOMECC4_MERIDA_Sta94_DCM_B,SAMN37516402,GOMECC4_MERIDA_Sta94_DCM_B_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.701,-89.667,254
GOMECC4_MERIDA_Sta94_DCM_C,SAMN37516403,GOMECC4_MERIDA_Sta94_DCM_C_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,10,21.701,-89.667,180
GOMECC4_MERIDA_Sta94_Deep_A,SAMN37516398,GOMECC4_MERIDA_Sta94_Deep_A_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.701,-89.667,193
GOMECC4_MERIDA_Sta94_Deep_B,SAMN37516399,GOMECC4_MERIDA_Sta94_Deep_B_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.701,-89.667,221
GOMECC4_MERIDA_Sta94_Deep_C,SAMN37516400,GOMECC4_MERIDA_Sta94_Deep_C_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,22,21.701,-89.667,223
GOMECC4_MERIDA_Sta94_Surface_A,SAMN37516404,GOMECC4_MERIDA_Sta94_Surface_A_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.701,-89.667,323
GOMECC4_MERIDA_Sta94_Surface_B,SAMN37516405,GOMECC4_MERIDA_Sta94_Surface_B_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.701,-89.667,185
GOMECC4_MERIDA_Sta94_Surface_C,SAMN37516406,GOMECC4_MERIDA_Sta94_Surface_C_16S,2021-10-10T18:35-04:00,CTD rosette,MERIDA_Sta94,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,21.701,-89.667,309
GOMECC4_MERIDA_Sta97_DCM_A,SAMN37516410,GOMECC4_MERIDA_Sta97_DCM_A_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,89,22.971,-90.499,308
GOMECC4_MERIDA_Sta97_DCM_B,SAMN37516411,GOMECC4_MERIDA_Sta97_DCM_B_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,89,22.971,-90.499,210
GOMECC4_MERIDA_Sta97_DCM_C,SAMN37516412,GOMECC4_MERIDA_Sta97_DCM_C_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,89,22.971,-90.499,281
GOMECC4_MERIDA_Sta97_Deep_A,SAMN37516407,GOMECC4_MERIDA_Sta97_Deep_A_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,957,22.971,-90.499,212
GOMECC4_MERIDA_Sta97_Deep_B,SAMN37516408,GOMECC4_MERIDA_Sta97_Deep_B_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,957,22.971,-90.499,299
GOMECC4_MERIDA_Sta97_Deep_C,SAMN37516409,GOMECC4_MERIDA_Sta97_Deep_C_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,957,22.971,-90.499,314
GOMECC4_MERIDA_Sta97_Surface_A,SAMN37516413,GOMECC4_MERIDA_Sta97_Surface_A_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.971,-90.499,172
GOMECC4_MERIDA_Sta97_Surface_B,SAMN37516414,GOMECC4_MERIDA_Sta97_Surface_B_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.971,-90.499,146
GOMECC4_MERIDA_Sta97_Surface_C,SAMN37516415,GOMECC4_MERIDA_Sta97_Surface_C_16S,2021-10-11T07:26-04:00,CTD rosette,MERIDA_Sta97,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,22.971,-90.499,207
GOMECC4_MERIDA_Sta98_DCM_A,SAMN37516419,GOMECC4_MERIDA_Sta98_DCM_A_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,59,23.183,-90.642,220
GOMECC4_MERIDA_Sta98_DCM_B,SAMN37516420,GOMECC4_MERIDA_Sta98_DCM_B_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,59,23.183,-90.642,208
GOMECC4_MERIDA_Sta98_DCM_C,SAMN37516421,GOMECC4_MERIDA_Sta98_DCM_C_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,59,23.183,-90.642,239
GOMECC4_MERIDA_Sta98_Deep_A,SAMN37516416,GOMECC4_MERIDA_Sta98_Deep_A_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,2960,23.183,-90.642,360
GOMECC4_MERIDA_Sta98_Deep_B,SAMN37516417,GOMECC4_MERIDA_Sta98_Deep_B_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,2960,23.183,-90.642,362
GOMECC4_MERIDA_Sta98_Deep_C,SAMN37516418,GOMECC4_MERIDA_Sta98_Deep_C_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,2960,23.183,-90.642,313
GOMECC4_MERIDA_Sta98_Surface_A,SAMN37516422,GOMECC4_MERIDA_Sta98_Surface_A_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.183,-90.642,195
GOMECC4_MERIDA_Sta98_Surface_B,SAMN37516423,GOMECC4_MERIDA_Sta98_Surface_B_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.183,-90.642,160
GOMECC4_MERIDA_Sta98_Surface_C,SAMN37516424,GOMECC4_MERIDA_Sta98_Surface_C_16S,2021-10-11T13:00-04:00,CTD rosette,MERIDA_Sta98,"Mexico, Gulf of",Mexico: Gulf of Mexico,3,23.183,-90.642,204
GOMECC4_PAISNP_Sta61_DCM_A,SAMN37516285,GOMECC4_PAISNP_Sta61_DCM_A_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,35,27.335,-96.783,272
GOMECC4_PAISNP_Sta61_DCM_B,SAMN37516286,GOMECC4_PAISNP_Sta61_DCM_B_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,35,27.335,-96.783,171
GOMECC4_PAISNP_Sta61_DCM_C,SAMN37516287,GOMECC4_PAISNP_Sta61_DCM_C_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,35,27.335,-96.783,219
GOMECC4_PAISNP_Sta61_Deep_A,SAMN37516282,GOMECC4_PAISNP_Sta61_Deep_A_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,46,27.335,-96.783,209
GOMECC4_PAISNP_Sta61_Deep_B,SAMN37516283,GOMECC4_PAISNP_Sta61_Deep_B_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,46,27.335,-96.783,259
GOMECC4_PAISNP_Sta61_Deep_C,SAMN37516284,GOMECC4_PAISNP_Sta61_Deep_C_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,46,27.335,-96.783,241
GOMECC4_PAISNP_Sta61_Surface_A,SAMN37516288,GOMECC4_PAISNP_Sta61_Surface_A_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.335,-96.783,231
GOMECC4_PAISNP_Sta61_Surface_B,SAMN37516289,GOMECC4_PAISNP_Sta61_Surface_B_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.335,-96.783,235
GOMECC4_PAISNP_Sta61_Surface_C,SAMN37516290,GOMECC4_PAISNP_Sta61_Surface_C_16S,2021-09-29T19:15-04:00,CTD rosette,PAISNP_Sta61,"Mexico, Gulf of",USA: Gulf of Mexico,3,27.335,-96.783,215
GOMECC4_PANAMACITY_Sta19_DCM_A,SAMN37516150,GOMECC4_PANAMACITY_Sta19_DCM_A_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,9,29.5,-85.378,396
GOMECC4_PANAMACITY_Sta19_DCM_B,SAMN37516151,GOMECC4_PANAMACITY_Sta19_DCM_B_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,9,29.5,-85.378,369
GOMECC4_PANAMACITY_Sta19_DCM_C,SAMN37516152,GOMECC4_PANAMACITY_Sta19_DCM_C_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,9,29.5,-85.378,476
GOMECC4_PANAMACITY_Sta19_Deep_A,SAMN37516147,GOMECC4_PANAMACITY_Sta19_Deep_A_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,17,29.5,-85.378,534
GOMECC4_PANAMACITY_Sta19_Deep_B,SAMN37516148,GOMECC4_PANAMACITY_Sta19_Deep_B_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,17,29.5,-85.378,582
GOMECC4_PANAMACITY_Sta19_Deep_C,SAMN37516149,GOMECC4_PANAMACITY_Sta19_Deep_C_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,17,29.5,-85.378,508
GOMECC4_PANAMACITY_Sta19_Surface_A,SAMN37516153,GOMECC4_PANAMACITY_Sta19_Surface_A_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,3,29.5,-85.378,344
GOMECC4_PANAMACITY_Sta19_Surface_B,SAMN37516154,GOMECC4_PANAMACITY_Sta19_Surface_B_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,3,29.5,-85.378,365
GOMECC4_PANAMACITY_Sta19_Surface_C,SAMN37516155,GOMECC4_PANAMACITY_Sta19_Surface_C_16S,2021-09-20T13:30-04:00,CTD rosette,PANAMACITY_Sta19,"Mexico, Gulf of",USA: Gulf of Mexico,3,29.5,-85.378,280
