#OTU ID,B3G-01,B3G-13,B3N-10,B3T-08,B3T-20,B3T-32,B3PCR-Blk10,B3G-02,B3G-14,B3N-11,B3T-09,B3T-21,B3T-33,B3T-44,B3G-03,B3G-15,B3N-12,B3T-10,B3T-22,B3T-34,B3Blk-14,B3G-04,B3N-01,B3N-13,B3T-11,B3T-23,B3T-35,B3Blk-15,B3G-05,B3N-02,B3N-14,B3T-12,B3T-24,B3T-36,B3Blk-16,B3G-06,B3N-03,B3T-01,B3T-13,B3T-25,B3T-37,B3Blk-17,B3G-07,B3N-04,B3T-02,B3T-14,B3T-26,B3T-38,B3Blk-18,B3G-08,B3N-05,B3T-03,B3T-15,B3T-27,B3T-39,B3Blk-19,B3G-09,B3N-06,B3T-04,B3T-16,B3T-28,B3T-40,B3Blk-20,B3G-10,B3N-07,B3T-05,B3T-17,B3T-29,B3T-41,B3PCR-Blk11,B3G-11,B3N-08,B3T-06,B3T-18,B3T-30,B3T-42,B3dummy5,B3G-12,B3N-09,B3T-07,B3T-19,B3T-31,B3T-43,B3dummy6,B2G-01,B2G-13,B2N-10,B2T-08,B2T-20,B2T-32,B2PCR-Blk8,B1G-01,B1G-13,B1N-10,B1T-08,B1T-20,B1T-32,B1PCR-Blk1,B2G-02,B2G-14,B2N-11,B2T-09,B2T-21,B2T-33,B2T-44,B1G-02,B1G-14,B1N-11,B1T-09,B1T-21,B1T-33,B1T-44,B2G-03,B2G-15,B2N-12,B2T-10,B2T-22,B2T-34,B2Blk-7,B1G-03,B1G-15,B1N-12,B1T-10,B1T-22,B1T-34,B1Blk-1,B2G-04,B2N-01,B2N-13,B2T-11,B2T-23,B2T-35,B2Blk-8,B1G-04,B1N-01,B1N-13,B1T-11,B1T-23,B1T-35,B1Blk-2,B2G-05,B2N-02,B2N-14,B2T-12,B2T-24,B2T-36,B2Blk-9,B1G-05,B1N-02,B1N-14,B1T-12,B1T-24,B1T-36,B1Blk-3,B2PCR-Blk4,B2N-03,B2T-01,B2T-13,B2T-25,B2T-37,B2Blk-10,B1G-06,B1N-03,B1T-01,B1T-13,B1T-25,B1T-37,B1Blk-4,B2G-07,B2N-04,B2T-02,B2T-14,B2T-26,B2T-38,B2Blk-11,B1G-07,B1N-04,B1T-02,B1T-14,B1T-26,B1T-38,B1Blk-5,B2G-08,B2N-05,B2T-03,B2T-15,B2T-27,B2T-39,B2Blk-12,B1G-08,B1N-05,B1T-03,B1T-15,B1T-27,B1T-39,B1Blk-6,B2G-09,B2N-06,B2T-04,B2T-16,B2T-28,B2PCR-Blk6,B2Blk-13,B1G-09,B1N-06,B1T-04,B1T-16,B1T-28,B1T-40,B1PCR-Blk2,B2G-10,B2N-07,B2T-05,B2T-17,B2PCR-Blk5,B2T-41,BPCR-Blk9,B1G-10,B1N-07,B1T-05,B1T-17,B1T-29,B1T-41,B1PCR-Blk3,B2G-11,B2N-08,B2T-06,B2T-18,B2T-30,B2T-42,B2dummy3,B1G-11,B1N-08,B1T-06,B1T-18,B1T-30,B1T-42,B1dummy1,B2G-12,B2N-09,B2T-07,B2T-19,B2T-31,B2PCR-Blk7,B2dummy4,B1G-12,B1N-09,B1T-07,B1T-19,B1T-31,B1T-43,B1dummy2,Consensus Lineage
ZOTU4320,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,5,0,0,0,0,0,4,0,3,2,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,57,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,2,7,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,0,1,3,2,1,2,8,0,0,0,0,0,0,0,0,2,10,2,0,1,4,0,0,0,0,0,0,2,0,0,14,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,1,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,2,5,7,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,3,1,0,3,6,0,0,0,0,0,0,0,0,0,7,0,0,1,26,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,36,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU2831,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__; f__; g__; s__
ZOTU825,0,0,0,1051,2,0,0,0,0,0,105,0,1,0,0,0,0,164,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Rotifera; c__Monogononta; o__Ploima; f__Brachionidae; g__Keratella; s__Keratella_cochlearis
ZOTU1506,0,0,0,116,0,0,0,0,0,0,13,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,51,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU3909,0,0,0,85,0,0,0,0,0,0,10,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,12,0,133,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,4,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,270,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU635,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,117,0,0,0,0,0,0,69,1,3,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,41,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,251,459,0,0,0,0,0,0,0,1,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU4241,0,0,0,137,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU2522,0,0,0,259,0,0,0,0,17,0,32,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU401,0,0,0,41,0,0,0,3,78,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5133,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,10,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU6638,0,0,0,81,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU5550,0,0,0,79,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,861,0,0,0,0,0,0,2,4,0,0,9,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,24,19,0,0,0,0,0,2,3,5,2,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0, k__Eukaryota; p__Arthropoda; c__Insecta; o__; f__; g__; s__
ZOTU5428,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,54,0,0,0,0,0,0,1,0,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,2,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,4,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,58,20,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU4527,0,0,0,92,0,0,0,93,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Muridae; g__Rattus; s__Rattus_norvegicus
ZOTU5790,0,0,0,4,0,0,0,0,0,1,1,0,0,0,3,31,2,1,5,0,0,0,6,1,2,0,15,0,11,0,3,30,2,0,1,2,0,2,0,0,1,0,2,1,1,24,0,294,0,2,0,8,31,0,1,0,0,0,10,17,0,0,0,0,0,0,0,3,10,0,6,0,3,1,0,20,0,8,0,0,0,0,0,0,1,0,7,10,0,28,0,2,0,5,3,32,0,0,0,0,12,0,49,0,11,0,3,0,0,0,0,0,3,2,1,18,28,0,0,0,2,0,4,13,0,0,4,5,0,6,0,1,0,0,1,0,2,1,8,0,5,4,11,55,0,9,0,1,8,2,14,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,51,2,44,0,0,0,0,18,0,1,0,0,0,4,0,0,0,0,0,5,6,11,0,0,0,5,1,0,70,4,0,0,0,0,6,20,0,0,0,0,1,27,2,0,1,0,0,2,1,3,3,0,1,10,0,0,2,7,14,0,0,5,1,4,0,20,0,0,0,4,37,10,0,0,1,1,1,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU2179,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,88,305,0,0,0,0,0,1,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,3,0,0,0,36,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,27,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,98,3,1,0,0,0,0,5,0,14,1,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,65,0,0,0,0,0,0,5,0,2,0,3,0,0,12,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,44,0,0,0,2,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
ZOTU1556,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,0,0,0,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU4297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU1035,0,0,0,13,0,0,0,0,0,0,1,0,0,0,9,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1559,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Chordata; c__; o__; f__; g__; s__
ZOTU2636,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,23,0,2,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Arthropoda; c__; o__; f__; g__; s__
ZOTU4793,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,0,0,0,0,534,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, k__Eukaryota; p__Rotifera; c__Bdelloidea; o__; f__; g__; s__
ZOTU3413,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,1,0,3,0,0,0,0,209,0,0,0,0,0,0,11,0,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,4,0,0,38,0,0,0,0,0,0,0,0,0,9,0,0,167,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,2,0,0,0,0,0, k__Eukaryota; p__; c__; o__; f__; g__; s__
